Compagnie,Heure_du_départ,Heure_arrivée,Prix,Durée,aéroport,jour_du_vol
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",8:30 AM,7:30 AM+1,€267,24 hr,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,7:30 AM,9:35 AM+1,€274,27 hr 5 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,9:35 AM+1,€274,27 hr 5 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,9:35 AM+1,€274,27 hr 5 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,9:35 AM+1,€274,27 hr 5 min,ORYParis-Orly Airport,2024-09-05
ITA,4:50 PM,9:35 AM+1,€275,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,4:50 PM,9:35 AM+1,€275,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,6:10 AM,9:35 AM+1,€276,28 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,4:50 PM,9:35 AM+1,€294,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05
Royal Air Maroc,8:00 AM,10:50 AM+1,€312,27 hr 50 min,ORYParis-Orly Airport,2024-09-05
Royal Air Maroc,1:15 PM,10:50 AM+1,€312,22 hr 35 min,ORYParis-Orly Airport,2024-09-05
Royal Air MarocOperated by Electra Airways Ltd,3:10 PM,10:50 AM+1,€312,20 hr 40 min,ORYParis-Orly Airport,2024-09-05
Royal Air Maroc,5:35 PM,10:50 AM+1,€312,18 hr 15 min,ORYParis-Orly Airport,2024-09-05
Royal Air Maroc,7:15 PM,10:50 AM+1,€312,16 hr 35 min,ORYParis-Orly Airport,2024-09-05
Royal Air Maroc,9:40 PM,10:50 AM+1,€312,14 hr 10 min,ORYParis-Orly Airport,2024-09-05
Royal Air Maroc,1:05 PM,10:50 AM+1,€315,22 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05
Royal Air Maroc,6:30 PM,10:50 AM+1,€315,17 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-05
Air EuropaOperated by Air Europa Express,10:55 AM,12:50 AM+1,€343,14 hr 55 min,ORYParis-Orly Airport,2024-09-05
ITA,6:15 PM,9:35 AM+1,€365,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,6:15 PM,5:10 PM+1,€365,23 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-05
Royal Air Maroc,1:15 PM,4:55 PM+1,€371,28 hr 40 min,ORYParis-Orly Airport,2024-09-05
Royal Air MarocOperated by Electra Airways Ltd,3:10 PM,4:55 PM+1,€371,26 hr 45 min,ORYParis-Orly Airport,2024-09-05
Royal Air Maroc,5:35 PM,4:55 PM+1,€371,24 hr 20 min,ORYParis-Orly Airport,2024-09-05
Royal Air Maroc,7:15 PM,4:55 PM+1,€371,22 hr 40 min,ORYParis-Orly Airport,2024-09-05
Royal Air Maroc,9:40 PM,4:55 PM+1,€371,20 hr 15 min,ORYParis-Orly Airport,2024-09-05
Royal Air Maroc,6:30 PM,4:55 PM+1,€374,23 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Royal Air MarocOperated by Heston Airlines Uab, Ram Express",12:45 PM,10:50 AM+1,€381,23 hr 5 min,ORYParis-Orly Airport,2024-09-05
Royal Air MarocOperated by Ram Express,1:00 PM,10:50 AM+1,€382,22 hr 50 min,ORYParis-Orly Airport,2024-09-05
Royal Air MarocOperated by Ram Express,1:00 PM,10:50 AM+1,€382,22 hr 50 min,ORYParis-Orly Airport,2024-09-05
"Royal Air MarocOperated by Nouvelair Tunisie, Ram Express",12:35 PM,10:50 AM+1,€391,23 hr 15 min,ORYParis-Orly Airport,2024-09-05
Royal Air MarocOperated by Nouvelair Tunisie,12:35 PM,10:50 AM+1,€391,23 hr 15 min,ORYParis-Orly Airport,2024-09-05
EurowingsOperated by Avion Express Malta,8:45 PM,12:45 AM+2,€401,29 hr,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,10:50 AM,€414,5 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:05 AM,4:05 PM,€421,11 hr,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,7:25 AM,4:05 PM,€421,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,9:55 AM,4:05 PM,€421,7 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,9:55 AM,11:10 PM,€421,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,10:35 AM,4:05 PM,€421,6 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,10:35 AM,11:10 PM,€421,13 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,11:30 AM,4:05 PM,€421,5 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,11:30 AM,11:10 PM,€421,12 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
Air Europa,5:10 PM,12:50 AM+1,€433,8 hr 40 min,ORYParis-Orly Airport,2024-09-05
Air Europa,7:25 PM,12:50 AM+1,€433,6 hr 25 min,ORYParis-Orly Airport,2024-09-05
Lufthansa,6:05 AM,11:10 PM,€436,18 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,7:25 AM,11:10 PM,€436,16 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",4:55 PM,7:30 AM+1,€452,15 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,4:05 PM,€483,10 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,4:05 PM,€483,10 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,4:05 PM,€483,10 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,4:05 PM,€483,10 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,9:00 AM,4:05 PM,€483,8 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,2:30 PM,11:10 PM,€483,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,2:30 PM,11:10 PM,€483,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,2:30 PM,11:10 PM,€483,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,2:30 PM,11:10 PM,€483,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",9:20 PM,7:30 AM+1,€500,11 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
EgyptAir,10:05 PM,10:00 AM+1,€524,12 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-05
EgyptAir,3:50 PM,10:00 AM+1,€526,19 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Lufthansa, ITA",9:00 AM,5:05 PM,€537,9 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Brussels Airlines, ITA",9:55 AM,9:35 AM+1,€545,24 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,12:10 PM,11:10 PM,€549,12 hr,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,12:10 PM,11:10 PM,€549,12 hr,CDGParis Charles de Gaulle Airport,2024-09-05
Lufthansa,12:10 PM,11:10 PM,€549,12 hr,CDGParis Charles de Gaulle Airport,2024-09-05
Turkish Airlines,11:05 AM,9:05 AM+1,€555,23 hr,CDGParis Charles de Gaulle Airport,2024-09-05
Turkish Airlines,12:05 PM,9:05 AM+1,€555,22 hr,CDGParis Charles de Gaulle Airport,2024-09-05
Turkish Airlines,2:10 PM,9:05 AM+1,€555,19 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-05
Turkish Airlines,4:05 PM,9:05 AM+1,€555,18 hr,CDGParis Charles de Gaulle Airport,2024-09-05
Turkish Airlines,5:55 PM,9:05 AM+1,€555,16 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Air France, Air Europa",7:05 AM,12:50 AM+1,€577,18 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",1:20 PM,7:30 AM+1,€627,19 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Air France, Air Europa",1:30 PM,12:50 AM+1,€628,12 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Air France, Air Europa",2:50 PM,12:50 AM+1,€628,11 hr,CDGParis Charles de Gaulle Airport,2024-09-05
"Air France, Air Europa",5:05 PM,12:50 AM+1,€628,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Air France, Air Europa",9:20 AM,12:50 AM+1,€637,16 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-05
Turkish Airlines,11:05 AM,10:40 PM,€672,12 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-05
Turkish Airlines,12:05 PM,10:40 PM,€672,11 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-05
Turkish Airlines,2:10 PM,10:40 PM,€672,9 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-05
Turkish Airlines,4:05 PM,10:40 PM,€672,7 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-05
Turkish Airlines,7:50 PM,9:05 AM+1,€681,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Brussels Airlines, ITA",9:55 AM,9:35 AM+1,€880,24 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
Air Algerie,7:40 AM,6:55 PM+1,€933,36 hr 15 min,ORYParis-Orly Airport,2024-09-05
Air Algerie,2:00 PM,6:55 PM+1,€933,29 hr 55 min,ORYParis-Orly Airport,2024-09-05
Air Algerie,4:55 PM,6:55 PM+1,€933,27 hr,ORYParis-Orly Airport,2024-09-05
Air Algerie,8:10 PM,6:55 PM+1,€933,23 hr 45 min,ORYParis-Orly Airport,2024-09-05
Air Algerie,6:00 PM,6:55 PM+1,€936,25 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-05
Air Algerie,9:40 PM,6:55 PM+1,€936,22 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-05
Royal Jordanian,4:00 PM,12:35 PM+1,€960,21 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-05
Air Algerie,12:40 PM,6:55 PM+1,€980,31 hr 15 min,ORYParis-Orly Airport,2024-09-05
Royal Air Maroc,8:00 AM,4:55 PM,"€1,095",9 hr 55 min,ORYParis-Orly Airport,2024-09-05
Royal Air MarocOperated by Malta Medair,8:05 AM,4:55 PM,"€1,097",9 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Austrian, ITA",3:55 PM,9:35 AM+1,"€1,286",18 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Austrian, ITA",3:55 PM,9:35 AM+1,"€1,286",18 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Austrian, ITA",5:55 PM,9:35 AM+1,"€1,286",16 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Austrian, ITA",8:15 PM,9:35 AM+1,"€1,286",14 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Austrian, ITA",8:15 PM,5:10 PM+1,"€1,286",21 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Brussels Airlines, ITA",8:30 AM,9:35 AM+1,"€1,640",26 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-05
Transavia,8:20 PM,9:50 PM,€94,2 hr 30 min,ORYParis-Orly Airport,2024-09-08
Nouvelair Tunisie,6:20 PM,7:50 PM,€103,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-08
Tunisair,3:00 PM,4:25 PM,€104,2 hr 25 min,ORYParis-Orly Airport,2024-09-08
Transavia,6:45 AM,8:15 AM,€94,2 hr 30 min,ORYParis-Orly Airport,2024-09-08
Transavia,4:15 PM,5:45 PM,€100,2 hr 30 min,ORYParis-Orly Airport,2024-09-08
Nouvelair Tunisie,10:35 AM,12:05 PM,€103,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-08
Tunisair,7:50 AM,9:15 AM,€104,2 hr 25 min,ORYParis-Orly Airport,2024-09-08
Transavia,12:55 PM,2:25 PM,€108,2 hr 30 min,ORYParis-Orly Airport,2024-09-08
Tunisair,8:30 PM,9:55 PM,€112,2 hr 25 min,ORYParis-Orly Airport,2024-09-08
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Nouvelair Tunisie",2:50 PM,10:40 PM,€135,8 hr 50 min,BVABeauvais–Tillé Airport,2024-09-08
Tunisair,10:45 AM,12:10 PM,€181,2 hr 25 min,ORYParis-Orly Airport,2024-09-08
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreeasyJet, Nouvelair Tunisie",2:05 PM,6:45 PM,€181,5 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,6:10 AM,9:35 AM,€198,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,6:10 AM,5:05 PM,€198,11 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-08
Air France,7:25 AM,8:50 AM,€200,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-08
Air France,9:15 AM,10:40 AM,€200,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-08
Air France,4:20 PM,5:45 PM,€200,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-08
Air France,9:20 PM,10:45 PM,€200,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-08
"Tunisair, Tunisair Express",10:15 PM,9:45 AM+1,€221,12 hr 30 min,ORYParis-Orly Airport,2024-09-08
"Tunisair, Tunisair Express",10:15 PM,5:45 PM+1,€221,20 hr 30 min,ORYParis-Orly Airport,2024-09-08
"Tunisair, Tunisair Express",10:15 PM,9:15 PM+1,€221,24 hr,ORYParis-Orly Airport,2024-09-08
"Tunisair, Tunisair Express",7:45 PM,9:45 AM+1,€231,15 hr,ORYParis-Orly Airport,2024-09-08
"Tunisair, Tunisair Express",7:45 PM,5:45 PM+1,€231,23 hr,ORYParis-Orly Airport,2024-09-08
"Tunisair, Tunisair Express",7:45 PM,9:15 PM+1,€231,26 hr 30 min,ORYParis-Orly Airport,2024-09-08
ITA,1:55 PM,5:05 PM,€264,4 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,1:55 PM,9:35 AM+1,€264,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,6:05 AM,10:50 AM,€271,5 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,7:30 AM,10:50 AM,€271,4 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,6:05 AM,11:10 PM,€286,18 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,7:30 AM,11:10 PM,€286,16 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,6:15 PM,9:35 AM+1,€294,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-08
"Tunisair, Tunisair Express",11:45 AM,5:45 PM,€297,7 hr,ORYParis-Orly Airport,2024-09-08
"Tunisair, Tunisair Express",11:45 AM,6:15 PM,€297,7 hr 30 min,ORYParis-Orly Airport,2024-09-08
"Tunisair, Tunisair Express",11:45 AM,9:15 PM,€297,10 hr 30 min,ORYParis-Orly Airport,2024-09-08
"Tunisair, Tunisair Express",11:45 AM,9:45 AM+1,€297,23 hr,ORYParis-Orly Airport,2024-09-08
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",8:30 AM,7:10 PM,€303,11 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-08
Royal Air Maroc,8:00 AM,10:30 AM+1,€312,27 hr 30 min,ORYParis-Orly Airport,2024-09-08
Royal Air Maroc,1:15 PM,10:30 AM+1,€312,22 hr 15 min,ORYParis-Orly Airport,2024-09-08
Royal Air Maroc,5:35 PM,10:30 AM+1,€312,17 hr 55 min,ORYParis-Orly Airport,2024-09-08
Royal Air Maroc,7:15 PM,10:30 AM+1,€312,16 hr 15 min,ORYParis-Orly Airport,2024-09-08
Royal Air Maroc,7:50 PM,10:30 AM+1,€312,15 hr 40 min,ORYParis-Orly Airport,2024-09-08
Royal Air Maroc,9:40 PM,10:30 AM+1,€312,13 hr 50 min,ORYParis-Orly Airport,2024-09-08
Lufthansa,8:10 AM,11:10 PM,€314,16 hr,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,8:10 AM,11:10 PM,€314,16 hr,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,8:10 AM,11:10 PM,€314,16 hr,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,8:10 AM,11:10 PM,€314,16 hr,CDGParis Charles de Gaulle Airport,2024-09-08
Royal Air Maroc,1:05 PM,10:30 AM+1,€315,22 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-08
Royal Air Maroc,6:30 PM,10:30 AM+1,€315,17 hr,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,11:40 AM,5:05 PM,€326,6 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,11:40 AM,9:35 AM+1,€326,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-08
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",12:25 PM,7:10 PM,€352,7 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,7:05 PM,9:35 AM+1,€354,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,6:15 PM,5:00 PM+1,€365,23 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-08
Air EuropaOperated by Air Europa Express,5:10 PM,12:50 AM+1,€385,8 hr 40 min,ORYParis-Orly Airport,2024-09-08
ITA,9:30 PM,9:35 AM+1,€386,13 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-08
"Royal Air MarocOperated by Nouvelair Tunisie, Ram Express",12:35 PM,10:30 AM+1,€391,22 hr 55 min,ORYParis-Orly Airport,2024-09-08
Royal Air MarocOperated by Nouvelair Tunisie,12:35 PM,10:30 AM+1,€391,22 hr 55 min,ORYParis-Orly Airport,2024-09-08
Royal Air Maroc,1:15 PM,4:55 PM+1,€398,28 hr 40 min,ORYParis-Orly Airport,2024-09-08
Royal Air Maroc,5:35 PM,4:55 PM+1,€398,24 hr 20 min,ORYParis-Orly Airport,2024-09-08
Royal Air Maroc,7:15 PM,4:55 PM+1,€398,22 hr 40 min,ORYParis-Orly Airport,2024-09-08
Royal Air Maroc,7:50 PM,4:55 PM+1,€398,22 hr 5 min,ORYParis-Orly Airport,2024-09-08
Royal Air Maroc,9:40 PM,4:55 PM+1,€398,20 hr 15 min,ORYParis-Orly Airport,2024-09-08
Royal Air Maroc,6:30 PM,4:55 PM+1,€401,23 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-08
Royal Air Maroc,8:00 AM,4:55 PM+1,€408,33 hr 55 min,ORYParis-Orly Airport,2024-09-08
"Royal Air MarocOperated by Heston Airlines Uab, Ram Express",12:45 PM,10:30 AM+1,€420,22 hr 45 min,ORYParis-Orly Airport,2024-09-08
ITA,4:50 PM,9:35 AM+1,€425,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,4:50 PM,9:35 AM+1,€425,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,7:05 PM,5:00 PM+1,€425,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,7:05 PM,5:00 PM+1,€425,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,7:05 PM,5:00 PM+1,€425,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,7:05 PM,5:00 PM+1,€425,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,9:30 PM,5:00 PM+1,€425,20 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,9:30 PM,5:00 PM+1,€425,20 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,9:30 PM,5:00 PM+1,€425,20 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,9:30 PM,5:00 PM+1,€425,20 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,9:30 PM,5:00 PM+1,€425,20 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-08
Royal Air MarocOperated by Ram Express,1:00 PM,10:30 AM+1,€430,22 hr 30 min,ORYParis-Orly Airport,2024-09-08
"Air EuropaOperated by Air Europa Express, Air Europa Express",10:55 AM,12:50 AM+1,€433,14 hr 55 min,ORYParis-Orly Airport,2024-09-08
"Air EuropaOperated by Air Europa Express, Air Europa Express",7:25 PM,12:50 AM+1,€433,6 hr 25 min,ORYParis-Orly Airport,2024-09-08
ITA,7:20 PM,9:35 AM+1,€463,15 hr 15 min,ORYParis-Orly Airport,2024-09-08
ITA,7:05 PM,5:00 PM+1,€464,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,7:05 PM,5:00 PM+1,€464,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-08
ITA,9:30 PM,5:00 PM+1,€464,20 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,12:10 PM,11:10 PM,€483,12 hr,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,12:10 PM,11:10 PM,€483,12 hr,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,9:55 AM,11:10 PM,€487,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-08
EgyptAir,10:05 PM,10:00 AM+1,€516,12 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-08
EgyptAir,3:50 PM,10:00 AM+1,€518,19 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-08
Royal Air Maroc,8:00 AM,5:00 PM,€525,10 hr,ORYParis-Orly Airport,2024-09-08
Royal Air MarocOperated by Malta Medair,8:05 AM,5:00 PM,€528,9 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,8:10 AM,11:10 PM,€549,16 hr,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,12:10 PM,11:10 PM,€549,12 hr,CDGParis Charles de Gaulle Airport,2024-09-08
Lufthansa,2:30 PM,11:10 PM,€549,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-08
Turkish Airlines,11:05 AM,9:05 AM+1,€551,23 hr,CDGParis Charles de Gaulle Airport,2024-09-08
Turkish Airlines,2:10 PM,9:05 AM+1,€551,19 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-08
"Brussels Airlines, Lufthansa",9:55 AM,11:10 PM,€560,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-08
"Brussels Airlines, Lufthansa",9:55 AM,11:10 PM,€560,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-08
