Compagnie,Heure_du_départ,Heure_arrivée,Prix,Durée,aéroport,jour_du_vol,Compagnie_code,weekend_verif
LUFTHANSA,2:30 PM,11:10 PM,232.0,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-17,7,False
LUFTHANSA,6:45 AM,3:50 PM,232.0,10 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-17,7,False
LUFTHANSA,6:45 AM,11:10 PM,232.0,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17,7,False
LUFTHANSA,9:00 AM,3:50 PM,232.0,7 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-17,7,False
LUFTHANSA,2:30 PM,11:10 PM,232.0,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-25,7,False
LUFTHANSA,6:45 AM,11:10 PM,232.0,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26,7,False
LUFTHANSA,6:45 AM,4:05 PM,232.0,10 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-26,7,False
LUFTHANSA,6:45 AM,11:10 PM,232.0,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19,7,False
ITA,1:55 PM,5:05 PM,234.0,4 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-04,6,False
ITA,6:15 PM,5:05 PM+1,234.0,23 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-10,6,False
ITA,6:15 PM,9:35 AM+1,234.0,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-10,6,False
ITA,1:55 PM,9:35 AM+1,234.0,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04,6,False
ITA,6:15 PM,9:35 AM+1,234.0,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-04,6,False
ITA,6:15 PM,5:05 PM+1,234.0,23 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-04,6,False
ITA,6:10 AM,9:35 AM,234.0,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-04,6,False
ITA,6:10 AM,5:05 PM,234.0,11 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-04,6,False
LUFTHANSA,9:45 AM,11:10 PM,234.0,14 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-14,7,True
LUFTHANSA,10:35 AM,11:10 PM,234.0,13 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-14,7,True
LUFTHANSA,6:30 PM,11:10 PM,234.0,5 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-21,7,True
LUFTHANSA,2:30 PM,11:10 PM,234.0,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-14,7,True
LUFTHANSA,10:35 AM,4:05 PM,234.0,6 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-19,7,False
ITA,11:40 AM,9:35 AM+1,234.0,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-04,6,False
LUFTHANSA,9:55 AM,11:10 PM,234.0,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-15,7,True
ITA,11:40 AM,5:05 PM,234.0,6 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-04,6,False
ITA,11:40 AM,5:05 PM,234.0,6 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05,6,False
ITA,11:40 AM,9:35 AM+1,234.0,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-05,6,False
LUFTHANSA,6:05 AM,4:05 PM,234.0,11 hr,CDGParis Charles de Gaulle Airport,2024-09-19,7,False
LUFTHANSA,10:30 AM,11:10 PM,234.0,13 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-22,7,True
LUFTHANSA,7:25 AM,4:05 PM,234.0,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-19,7,False
LUFTHANSA,11:30 AM,11:10 PM,234.0,12 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-15,7,True
LUFTHANSA,9:55 AM,4:05 PM,234.0,7 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-19,7,False
LUFTHANSA,11:30 AM,4:05 PM,234.0,5 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-19,7,False
LUFTHANSA,2:30 PM,11:10 PM,234.0,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-20,7,False
LUFTHANSA,10:30 AM,11:10 PM,234.0,13 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-15,7,True
LUFTHANSA,6:35 PM,11:10 PM,234.0,5 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-11,7,False
ITA,6:10 AM,9:35 AM+1,240.0,28 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-21,6,True
ITA,6:10 AM,9:35 AM+1,240.0,28 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17,6,False
ITA,6:10 AM,9:35 AM+1,240.0,28 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19,6,False
ITA,6:10 AM,9:35 AM+1,240.0,28 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-25,6,False
ITA,6:10 AM,9:35 AM+1,240.0,28 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-28,6,True
AIR EUROPA,5:10 PM,12:50 AM+2,241.0,32 hr 40 min,ORYParis-Orly Airport,2024-09-20,2,False
AIR EUROPA,7:25 PM,12:50 AM+1,241.0,6 hr 25 min,ORYParis-Orly Airport,2024-09-21,2,True
AIR EUROPA,7:25 PM,12:50 AM+1,241.0,6 hr 25 min,ORYParis-Orly Airport,2024-09-19,2,False
ITA,6:10 AM,9:35 AM+1,248.0,28 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-11,6,False
LUFTHANSA,7:30 AM,11:10 PM,249.0,16 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-15,7,True
LUFTHANSA,7:30 AM,11:10 PM,249.0,16 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-14,7,True
LUFTHANSA,6:05 AM,11:10 PM,249.0,18 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-15,7,True
LUFTHANSA,6:05 AM,11:10 PM,249.0,18 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-14,7,True
ITA,7:30 AM,9:35 AM+1,253.0,27 hr 5 min,ORYParis-Orly Airport,2024-09-23,6,False
ITA,10:50 AM,9:35 AM+1,253.0,23 hr 45 min,ORYParis-Orly Airport,2024-09-19,6,False
ITA,10:45 AM,5:10 PM,253.0,7 hr 25 min,ORYParis-Orly Airport,2024-09-14,6,True
ITA,7:30 AM,5:00 PM,253.0,10 hr 30 min,ORYParis-Orly Airport,2024-09-23,6,False
ITA,7:30 AM,9:35 AM+1,253.0,27 hr 5 min,ORYParis-Orly Airport,2024-09-14,6,True
ITA,10:50 AM,5:10 PM+1,253.0,31 hr 20 min,ORYParis-Orly Airport,2024-09-19,6,False
ITA,10:55 AM,9:35 AM+1,253.0,23 hr 40 min,ORYParis-Orly Airport,2024-09-23,6,False
ITA,7:20 PM,5:10 PM+1,253.0,22 hr 50 min,ORYParis-Orly Airport,2024-09-20,6,False
ITA,7:30 AM,5:10 PM,253.0,10 hr 40 min,ORYParis-Orly Airport,2024-09-28,6,True
ITA,10:45 AM,9:35 AM+1,253.0,23 hr 50 min,ORYParis-Orly Airport,2024-09-28,6,True
ITA,7:30 AM,9:35 AM+1,253.0,27 hr 5 min,ORYParis-Orly Airport,2024-09-28,6,True
ITA,10:45 AM,9:35 AM+1,253.0,23 hr 50 min,ORYParis-Orly Airport,2024-09-21,6,True
ITA,10:45 AM,5:05 PM+1,253.0,31 hr 20 min,ORYParis-Orly Airport,2024-09-21,6,True
ITA,10:45 AM,5:05 PM+1,253.0,31 hr 20 min,ORYParis-Orly Airport,2024-09-28,6,True
ITA,7:30 AM,5:10 PM,253.0,10 hr 40 min,ORYParis-Orly Airport,2024-09-20,6,False
ITA,9:30 PM,5:10 PM+1,254.0,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27,6,False
ITA,7:05 PM,9:35 AM+1,254.0,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-20,6,False
ITA,9:30 PM,5:10 PM+1,254.0,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26,6,False
ITA,9:30 PM,5:10 PM+1,254.0,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-19,6,False
ITA,7:20 PM,5:10 PM+1,257.0,22 hr 50 min,ORYParis-Orly Airport,2024-09-05,6,False
ITA,7:30 AM,9:35 AM+1,257.0,27 hr 5 min,ORYParis-Orly Airport,2024-09-05,6,False
ITA,7:30 AM,5:05 PM,257.0,10 hr 35 min,ORYParis-Orly Airport,2024-09-05,6,False
ITA,7:20 PM,9:35 AM+1,257.0,15 hr 15 min,ORYParis-Orly Airport,2024-09-11,6,False
ITA,7:20 PM,9:35 AM+1,257.0,15 hr 15 min,ORYParis-Orly Airport,2024-09-05,6,False
ITA,10:45 AM,9:35 AM+1,257.0,23 hr 50 min,ORYParis-Orly Airport,2024-09-05,6,False
ITA,10:45 AM,5:05 PM+1,257.0,31 hr 20 min,ORYParis-Orly Airport,2024-09-10,6,False
ITA,7:20 PM,5:05 PM+1,257.0,22 hr 45 min,ORYParis-Orly Airport,2024-09-11,6,False
ITA,10:45 AM,5:05 PM,257.0,7 hr 20 min,ORYParis-Orly Airport,2024-09-05,6,False
ITA,9:20 AM,5:05 PM,258.0,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05,6,False
ITA,9:30 PM,9:35 AM+1,258.0,13 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-05,6,False
ITA,9:30 PM,5:10 PM+1,258.0,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05,6,False
ITA,7:05 PM,9:35 AM+1,258.0,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-05,6,False
ITA,7:05 PM,9:35 AM+1,258.0,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-10,6,False
ITA,1:55 PM,5:10 PM,260.0,4 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-27,6,False
ITA,6:15 PM,9:35 AM+1,260.0,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-14,6,True
ITA,1:55 PM,9:35 AM+1,260.0,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-14,6,True
ITA,11:40 AM,5:10 PM,260.0,6 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-14,6,True
ITA,1:55 PM,5:10 PM,260.0,4 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-28,6,True
ITA,1:55 PM,5:10 PM,260.0,4 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-20,6,False
LUFTHANSA,8:30 PM,10:50 AM+1,260.0,15 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-25,7,False
ITA,1:55 PM,5:05 PM,260.0,4 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-25,6,False
ITA,1:55 PM,9:35 AM+1,260.0,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-25,6,False
ITA,1:55 PM,9:35 AM+1,260.0,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27,6,False
ITA,1:55 PM,5:05 PM,260.0,4 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-22,6,True
ITA,1:55 PM,9:35 AM+1,260.0,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-22,6,True
ITA,6:15 PM,9:35 AM+1,260.0,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-19,6,False
ITA,6:15 PM,5:10 PM+1,260.0,23 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-20,6,False
ITA,1:55 PM,9:35 AM+1,264.0,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05,6,False
ITA,6:15 PM,5:05 PM+1,264.0,23 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-11,6,False
LUFTHANSA,12:10 PM,4:25 PM,264.0,5 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-14,7,True
LUFTHANSA,9:00 AM,4:25 PM,264.0,8 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-14,7,True
ITA,1:55 PM,5:05 PM,264.0,4 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-08,6,True
ITA,1:55 PM,9:35 AM+1,264.0,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-08,6,True
LUFTHANSA,6:45 AM,10:50 AM,264.0,5 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-10,7,False
ITA,1:55 PM,5:05 PM,264.0,4 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05,6,False
ITA,6:15 PM,9:35 AM+1,264.0,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-11,6,False
LUFTHANSA,6:45 AM,4:25 PM,264.0,10 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-14,7,True
AIR FRANCE,7:25 AM,8:50 AM,266.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-04,3,False
AIR FRANCE,9:20 PM,10:45 PM,266.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-04,3,False
AIR FRANCE,9:15 AM,10:40 AM,266.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-04,3,False
AIR FRANCE,4:20 PM,5:45 PM,266.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-04,3,False
AEGEAN,2:05 PM,11:55 PM+1,267.0,34 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-10,0,False
AEGEAN,6:10 PM,11:55 PM,267.0,6 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-04,0,False
AEGEAN,11:05 AM,11:55 PM,267.0,13 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-04,0,False
LUFTHANSA,6:45 AM,11:10 PM,268.0,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27,7,False
LUFTHANSA,9:00 AM,11:10 PM,268.0,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-25,7,False
LUFTHANSA,6:45 AM,11:10 PM,268.0,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26,7,False
LUFTHANSA,6:45 AM,4:05 PM,268.0,10 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-26,7,False
LUFTHANSA,6:45 AM,11:10 PM,268.0,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-14,7,True
LUFTHANSA,6:45 AM,3:50 PM,268.0,10 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-17,7,False
LUFTHANSA,6:45 AM,11:10 PM,268.0,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17,7,False
LUFTHANSA,12:10 PM,11:10 PM,268.0,12 hr,CDGParis Charles de Gaulle Airport,2024-09-17,7,False
LUFTHANSA,9:00 AM,11:10 PM,268.0,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-19,7,False
LUFTHANSA,6:45 AM,11:10 PM,268.0,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19,7,False
LUFTHANSA,6:45 AM,4:05 PM,268.0,10 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-19,7,False
ITA,6:10 AM,9:35 AM+1,268.0,28 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-23,6,False
LUFTHANSA,9:00 AM,11:10 PM,268.0,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-17,7,False
LUFTHANSA,2:30 PM,11:10 PM,268.0,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-17,7,False
LUFTHANSA,2:30 PM,11:10 PM,268.0,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-11,7,False
ITA,7:20 PM,5:10 PM+1,270.0,22 hr 50 min,ORYParis-Orly Airport,2024-09-19,6,False
ITA,7:20 PM,9:35 AM+1,270.0,15 hr 15 min,ORYParis-Orly Airport,2024-09-19,6,False
ITA,10:45 AM,5:10 PM,270.0,7 hr 25 min,ORYParis-Orly Airport,2024-09-27,6,False
ITA,7:20 PM,5:10 PM+1,270.0,22 hr 50 min,ORYParis-Orly Airport,2024-09-27,6,False
ITA,7:20 PM,9:35 AM+1,270.0,15 hr 15 min,ORYParis-Orly Airport,2024-09-27,6,False
ITA,10:45 AM,9:35 AM+1,270.0,23 hr 50 min,ORYParis-Orly Airport,2024-09-27,6,False
AEGEAN,11:05 AM,11:55 PM+1,270.0,37 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-27,0,False
ITA,7:20 PM,5:10 PM+1,270.0,22 hr 50 min,ORYParis-Orly Airport,2024-09-26,6,False
ITA,10:45 AM,5:10 PM+1,270.0,31 hr 25 min,ORYParis-Orly Airport,2024-09-26,6,False
ITA,10:45 AM,5:05 PM+1,270.0,31 hr 20 min,ORYParis-Orly Airport,2024-09-21,6,True
ITA,7:20 PM,5:10 PM+1,270.0,22 hr 50 min,ORYParis-Orly Airport,2024-09-20,6,False
AIR EUROPA,5:10 PM,12:50 AM+1,271.0,8 hr 40 min,ORYParis-Orly Airport,2024-09-19,2,False
LUFTHANSA,10:35 AM,11:10 PM,271.0,13 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-21,7,True
LUFTHANSA,7:30 AM,10:50 AM,271.0,4 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-21,7,True
LUFTHANSA,6:05 AM,10:50 AM,271.0,5 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-21,7,True
LUFTHANSA,6:30 PM,11:10 PM,271.0,5 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-28,7,True
ITA,4:50 PM,9:35 AM+1,271.0,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-23,6,False
ITA,9:20 AM,5:10 PM,271.0,8 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-20,6,False
AIR EUROPA,10:55 AM,12:50 AM+2,271.0,38 hr 55 min,ORYParis-Orly Airport,2024-09-20,2,False
AIR EUROPA,7:25 PM,12:50 AM+2,271.0,30 hr 25 min,ORYParis-Orly Airport,2024-09-20,2,False
LUFTHANSA,7:30 AM,10:50 AM,271.0,4 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-08,7,True
LUFTHANSA,6:05 AM,10:50 AM,271.0,5 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-08,7,True
AIR EUROPA,5:10 PM,12:50 AM+1,271.0,8 hr 40 min,ORYParis-Orly Airport,2024-09-21,2,True
LUFTHANSA,6:05 AM,3:50 PM,271.0,10 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-10,7,False
LUFTHANSA,10:35 AM,11:10 PM,271.0,13 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-11,7,False
LUFTHANSA,7:25 AM,3:50 PM,271.0,9 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-10,7,False
LUFTHANSA,11:30 AM,11:10 PM,271.0,12 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-11,7,False
LUFTHANSA,2:30 PM,11:10 PM,271.0,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-11,7,False
ITA,9:20 AM,5:10 PM,271.0,8 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-27,6,False
ITA,4:50 PM,9:35 AM+1,271.0,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-27,6,False
LUFTHANSA,6:05 AM,10:55 AM,271.0,5 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-11,7,False
LUFTHANSA,2:30 PM,11:10 PM,271.0,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-10,7,False
LUFTHANSA,11:30 AM,11:10 PM,271.0,12 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-10,7,False
LUFTHANSA,7:35 PM,11:10 PM,271.0,4 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-10,7,False
LUFTHANSA,11:30 AM,3:50 PM,271.0,5 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-10,7,False
LUFTHANSA,9:45 AM,11:10 PM,271.0,14 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-10,7,False
LUFTHANSA,9:45 AM,3:50 PM,271.0,7 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-10,7,False
LUFTHANSA,6:35 PM,11:10 PM,271.0,5 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-10,7,False
ITA,10:45 AM,5:05 PM,274.0,7 hr 20 min,ORYParis-Orly Airport,2024-09-04,6,False
ITA,10:45 AM,9:35 AM+1,274.0,23 hr 50 min,ORYParis-Orly Airport,2024-09-04,6,False
ITA,10:45 AM,5:05 PM+1,274.0,31 hr 20 min,ORYParis-Orly Airport,2024-09-04,6,False
ITA,7:30 AM,9:35 AM+1,274.0,27 hr 5 min,ORYParis-Orly Airport,2024-09-04,6,False
ITA,7:30 AM,5:05 PM,274.0,10 hr 35 min,ORYParis-Orly Airport,2024-09-04,6,False
ITA,7:20 PM,9:35 AM+1,274.0,15 hr 15 min,ORYParis-Orly Airport,2024-09-04,6,False
ITA,7:20 PM,5:05 PM+1,274.0,22 hr 45 min,ORYParis-Orly Airport,2024-09-04,6,False
ITA,10:45 AM,9:35 AM+1,274.0,23 hr 50 min,ORYParis-Orly Airport,2024-09-11,6,False
ITA,10:45 AM,5:05 PM+1,274.0,31 hr 20 min,ORYParis-Orly Airport,2024-09-11,6,False
ITA,7:30 AM,9:35 AM+1,274.0,27 hr 5 min,ORYParis-Orly Airport,2024-09-05,6,False
ITA,4:50 PM,9:35 AM+1,275.0,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05,6,False
ITA,9:30 PM,9:35 AM+1,275.0,13 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-04,6,False
ITA,9:30 PM,5:05 PM+1,275.0,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04,6,False
ITA,7:05 PM,9:35 AM+1,275.0,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-04,6,False
ITA,9:20 AM,5:05 PM,275.0,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-04,6,False
LUFTHANSA,9:00 AM,10:50 AM+1,276.0,26 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-23,7,False
LUFTHANSA,2:30 PM,10:50 AM+1,276.0,21 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-25,7,False
ITA,6:10 AM,9:35 AM+1,276.0,28 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05,6,False
ITA,7:30 AM,5:05 PM+1,277.0,34 hr 35 min,ORYParis-Orly Airport,2024-09-28,6,True
ITA,10:45 AM,5:05 PM+1,277.0,31 hr 20 min,ORYParis-Orly Airport,2024-09-28,6,True
AEGEAN,2:05 PM,11:55 PM+1,280.0,34 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-20,0,False
LUFTHANSA,6:05 AM,11:10 PM,286.0,18 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-08,7,True
LUFTHANSA,6:05 AM,11:10 PM,286.0,18 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-11,7,False
LUFTHANSA,6:05 AM,11:10 PM,286.0,18 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-10,7,False
LUFTHANSA,7:25 AM,11:10 PM,286.0,16 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-10,7,False
LUFTHANSA,7:30 AM,11:10 PM,286.0,16 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-08,7,True
ITA,7:20 PM,5:10 PM+1,289.0,22 hr 50 min,ORYParis-Orly Airport,2024-09-26,6,False
ITA,7:20 PM,9:35 AM+1,289.0,15 hr 15 min,ORYParis-Orly Airport,2024-09-20,6,False
ITA,10:45 AM,9:35 AM+1,289.0,23 hr 50 min,ORYParis-Orly Airport,2024-09-27,6,False
ITA,7:20 PM,5:10 PM+1,289.0,22 hr 50 min,ORYParis-Orly Airport,2024-09-27,6,False
ITA,10:45 AM,5:10 PM+1,289.0,31 hr 25 min,ORYParis-Orly Airport,2024-09-26,6,False
ITA,10:55 AM,5:00 PM,289.0,7 hr 5 min,ORYParis-Orly Airport,2024-09-23,6,False
ITA,10:45 AM,9:35 AM+1,289.0,23 hr 50 min,ORYParis-Orly Airport,2024-09-17,6,False
ITA,10:45 AM,9:35 AM+1,289.0,23 hr 50 min,ORYParis-Orly Airport,2024-09-14,6,True
ITA,10:45 AM,5:05 PM+1,289.0,31 hr 20 min,ORYParis-Orly Airport,2024-09-17,6,False
ITA,10:45 AM,5:05 PM+1,289.0,31 hr 20 min,ORYParis-Orly Airport,2024-09-14,6,True
ITA,1:55 PM,5:05 PM,290.0,4 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-17,6,False
ITA,1:55 PM,5:00 PM,290.0,4 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-23,6,False
ITA,6:15 PM,9:35 AM+1,290.0,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-22,6,True
ITA,11:40 AM,9:35 AM+1,290.0,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-22,6,True
ITA,11:40 AM,5:05 PM,290.0,6 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-22,6,True
ITA,11:40 AM,9:35 AM+1,290.0,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-21,6,True
ITA,11:40 AM,5:10 PM,290.0,6 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-27,6,False
LUFTHANSA,9:45 AM,10:55 AM+1,290.0,26 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-17,7,False
LUFTHANSA,11:30 AM,10:45 AM+1,290.0,24 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-26,7,False
LUFTHANSA,10:35 AM,10:45 AM+1,290.0,25 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-26,7,False
LUFTHANSA,9:55 AM,10:45 AM+1,290.0,25 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-26,7,False
ITA,4:50 PM,9:35 AM+1,290.0,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-20,6,False
ITA,11:40 AM,5:10 PM,290.0,6 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-20,6,False
ITA,1:55 PM,9:35 AM+1,290.0,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-20,6,False
ITA,6:15 PM,9:35 AM+1,290.0,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-20,6,False
LUFTHANSA,7:45 PM,10:45 AM+1,290.0,16 hr,CDGParis Charles de Gaulle Airport,2024-09-26,7,False
ITA,11:40 AM,5:10 PM,290.0,6 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-21,6,True
ITA,11:40 AM,9:35 AM+1,290.0,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-27,6,False
LUFTHANSA,7:35 PM,10:55 AM+1,290.0,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-17,7,False
LUFTHANSA,6:35 PM,3:50 PM+1,290.0,22 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-23,7,False
LUFTHANSA,2:30 PM,3:50 PM+1,290.0,26 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-23,7,False
LUFTHANSA,11:30 AM,10:55 AM+1,290.0,24 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17,7,False
LUFTHANSA,9:55 AM,10:45 AM+1,290.0,25 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-19,7,False
LUFTHANSA,10:35 AM,10:45 AM+1,290.0,25 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-19,7,False
