Compagnie,Heure_du_départ,Heure_arrivée,Prix,Durée,aéroport,jour_du_vol,Compagnie_code,weekend_verif
TRANSAVIA,8:20 PM,9:50 PM,75.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-17,14,False
TRANSAVIA,4:15 PM,5:45 PM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-23,14,False
TRANSAVIA,6:25 AM,7:55 AM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-26,14,False
TRANSAVIA,6:25 AM,7:55 AM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-10,14,False
TRANSAVIA,4:15 PM,5:45 PM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-22,14,True
TRANSAVIA,4:15 PM,5:45 PM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-11,14,False
TRANSAVIA,6:45 AM,8:15 AM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-22,14,True
TRANSAVIA,8:20 PM,9:50 PM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-10,14,False
TRANSAVIA,2:35 PM,4:05 PM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-22,14,True
TRANSAVIA,6:45 AM,8:15 AM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-23,14,False
TRANSAVIA,4:15 PM,5:45 PM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-10,14,False
TRANSAVIA,8:20 PM,9:50 PM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-14,14,True
TRANSAVIA,8:20 PM,9:50 PM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-11,14,False
TRANSAVIA,12:55 PM,2:25 PM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-11,14,False
TRANSAVIA,8:20 PM,9:50 PM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-21,14,True
TRANSAVIA,4:15 PM,5:45 PM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-19,14,False
TRANSAVIA,6:25 AM,7:55 AM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-19,14,False
TRANSAVIA,8:20 PM,9:50 PM,81.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-19,14,False
TRANSAVIA,10:40 AM,12:10 PM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-11,14,False
TRANSAVIA,10:15 AM,11:45 AM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-10,14,False
TRANSAVIA,10:40 AM,12:10 PM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-25,14,False
TRANSAVIA,2:00 PM,3:30 PM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-23,14,False
TRANSAVIA,6:45 AM,8:15 AM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-20,14,False
TRANSAVIA,9:10 AM,10:40 AM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-26,14,False
TRANSAVIA,4:15 PM,5:45 PM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-26,14,False
TUNISAIR,11:10 AM,12:35 PM,88.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-22,15,True
TRANSAVIA,4:15 PM,5:45 PM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-14,14,True
TRANSAVIA,6:45 AM,8:15 AM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-15,14,True
TRANSAVIA,8:20 PM,9:50 PM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-15,14,True
TRANSAVIA,4:15 PM,5:45 PM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-17,14,False
TRANSAVIA,4:15 PM,5:45 PM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-21,14,True
TRANSAVIA,6:45 AM,8:15 AM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-21,14,True
TRANSAVIA,9:10 AM,10:40 AM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-19,14,False
TRANSAVIA,12:55 PM,2:25 PM,88.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-25,14,False
TUNISAIR,10:00 PM,11:25 PM,89.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-28,15,True
TUNISAIR,10:10 PM,11:35 PM,89.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-22,15,True
TUNISAIR,8:30 PM,9:55 PM,89.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-22,15,True
TUNISAIR,7:55 PM,9:20 PM,89.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-25,15,False
TUNISAIR,10:30 PM,11:55 PM,89.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-25,15,False
TUNISAIR,3:00 PM,4:25 PM,89.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-25,15,False
TRANSAVIA,12:55 PM,2:25 PM,94.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-04,14,False
NOUVELAIR TUNISIE,9:50 PM,11:20 PM,94.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-05,9,False
TRANSAVIA,8:20 PM,9:50 PM,94.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-08,14,True
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,94.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-04,9,False
TRANSAVIA,6:25 AM,7:55 AM,94.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-05,14,False
NOUVELAIR TUNISIE,6:25 PM,7:55 PM,94.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-28,9,True
TRANSAVIA,6:45 AM,8:15 AM,94.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-08,14,True
NOUVELAIR TUNISIE,9:50 PM,11:20 PM,94.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-19,9,False
NOUVELAIR TUNISIE,10:05 PM,11:35 PM,94.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-04,9,False
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,94.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-23,9,False
TRANSAVIA,10:40 AM,12:10 PM,94.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-04,14,False
NOUVELAIR TUNISIE,6:50 PM,8:20 PM,94.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-04,9,False
NOUVELAIR TUNISIE,9:50 PM,11:20 PM,94.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-17,9,False
NOUVELAIR TUNISIE,6:50 PM,8:20 PM,94.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-11,9,False
NOUVELAIR TUNISIE,6:50 PM,8:20 PM,94.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-25,9,False
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,94.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-10,9,False
TRANSAVIA,8:20 PM,9:50 PM,100.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-04,14,False
TRANSAVIA,4:15 PM,5:45 PM,100.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-08,14,True
TRANSAVIA,4:15 PM,5:45 PM,100.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-04,14,False
TRANSAVIA,9:10 AM,10:40 AM,100.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-05,14,False
TRANSAVIA,4:15 PM,5:45 PM,100.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-05,14,False
TRANSAVIA,8:20 PM,9:50 PM,100.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-05,14,False
TRANSAVIA,10:20 AM,11:50 AM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-21,14,True
TRANSAVIA,10:15 AM,11:45 AM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-17,14,False
TRANSAVIA,6:25 AM,7:55 AM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-17,14,False
TRANSAVIA,12:55 PM,2:25 PM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-15,14,True
TRANSAVIA,4:15 PM,5:45 PM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-15,14,True
TRANSAVIA,10:20 AM,11:50 AM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-14,14,True
TRANSAVIA,6:45 AM,8:15 AM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-14,14,True
TRANSAVIA,8:10 PM,9:40 PM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-20,14,False
TRANSAVIA,9:05 AM,10:35 AM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-27,14,False
TRANSAVIA,9:05 AM,10:35 AM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-20,14,False
TRANSAVIA,6:45 AM,8:15 AM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-27,14,False
TRANSAVIA,4:15 PM,5:45 PM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-20,14,False
TRANSAVIA,4:15 PM,5:45 PM,101.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-27,14,False
TUNISAIR,10:45 AM,12:10 PM,102.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-14,15,True
TUNISAIR,12:40 PM,2:05 PM,102.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-14,15,True
TUNISAIR,11:15 AM,12:40 PM,102.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-20,15,False
TUNISAIR,8:40 PM,10:05 PM,102.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-14,15,True
TUNISAIR,1:15 PM,2:40 PM,102.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-11,15,False
NOUVELAIR TUNISIE,6:25 PM,7:55 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-21,9,True
NOUVELAIR TUNISIE,10:20 PM,11:50 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-20,9,False
NOUVELAIR TUNISIE,4:35 PM,6:05 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-05,9,False
TUNISAIR,10:45 AM,12:10 PM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-19,15,False
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-17,9,False
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-05,9,False
TUNISAIR,10:00 PM,11:25 PM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-17,15,False
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-19,9,False
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-20,9,False
NOUVELAIR TUNISIE,7:05 PM,8:35 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-10,9,False
TUNISAIR,8:30 PM,9:55 PM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-17,15,False
TUNISAIR,10:00 PM,11:25 PM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-23,15,False
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-25,9,False
TUNISAIR,3:00 PM,4:25 PM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-10,15,False
TUNISAIR,10:45 AM,12:10 PM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-10,15,False
TUNISAIR,7:50 AM,9:15 AM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-10,15,False
TUNISAIR,7:50 AM,9:15 AM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-11,15,False
TUNISAIR,10:45 AM,12:10 PM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-11,15,False
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-11,9,False
TUNISAIR,8:30 PM,9:55 PM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-10,15,False
TUNISAIR,10:00 PM,11:25 PM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-21,15,True
NOUVELAIR TUNISIE,6:25 PM,7:55 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-14,9,True
TUNISAIR,3:00 PM,4:25 PM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-26,15,False
TUNISAIR,7:50 AM,9:15 AM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-26,15,False
NOUVELAIR TUNISIE,10:35 AM,12:05 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-22,9,True
TUNISAIR,11:05 AM,12:30 PM,103.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-26,15,False
NOUVELAIR TUNISIE,9:50 PM,11:20 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-26,9,False
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-27,9,False
NOUVELAIR TUNISIE,10:20 PM,11:50 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-27,9,False
NOUVELAIR TUNISIE,6:20 PM,7:50 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-08,9,True
NOUVELAIR TUNISIE,6:20 PM,7:50 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-15,9,True
NOUVELAIR TUNISIE,10:35 AM,12:05 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-08,9,True
NOUVELAIR TUNISIE,6:20 PM,7:50 PM,103.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-22,9,True
TUNISAIR,7:50 AM,9:15 AM,104.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-08,15,True
TUNISAIR,3:00 PM,4:25 PM,104.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-08,15,True
TUNISAIR,8:30 PM,9:55 PM,104.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-05,15,False
TUNISAIR,3:00 PM,4:25 PM,104.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-05,15,False
TUNISAIR,7:50 AM,9:15 AM,104.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-05,15,False
TUNISAIR,3:00 PM,4:25 PM,104.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-04,15,False
TUNISAIR,8:00 PM,9:25 PM,105.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-04,15,False
TUNISAIR,10:45 AM,12:10 PM,105.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-04,15,False
TUNISAIR,7:50 AM,9:15 AM,105.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-04,15,False
TUNISAIR,10:45 AM,12:10 PM,105.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-05,15,False
TUNISAIR,3:00 PM,4:25 PM,105.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-04,15,False
TRANSAVIA,12:55 PM,2:25 PM,108.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-08,14,True
TRANSAVIA,4:15 PM,5:45 PM,112.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-28,14,True
TRANSAVIA,6:45 AM,8:15 AM,112.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-28,14,True
TRANSAVIA,10:20 AM,11:50 AM,112.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-28,14,True
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,112.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-28,9,True
TRANSAVIA,4:15 PM,5:45 PM,112.0,2 hr 30 min,ORYParis-Orly Airport,2024-09-25,14,False
NOUVELAIR TUNISIE,10:35 AM,12:05 PM,112.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-15,9,True
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,112.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-14,9,True
TUNISAIR,3:00 PM,4:25 PM,112.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-20,15,False
TUNISAIR,8:30 PM,9:55 PM,112.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-19,15,False
TUNISAIR,8:30 PM,9:55 PM,112.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-08,15,True
TUNISAIR,9:15 PM,10:40 PM,113.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-28,15,True
TUNISAIR,3:00 PM,4:25 PM,113.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-27,15,False
TUNISAIR,3:00 PM,4:25 PM,113.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-19,15,False
TUNISAIR,8:45 PM,10:10 PM,113.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-11,15,False
TUNISAIR,3:00 PM,4:25 PM,113.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-23,15,False
TUNISAIR,8:30 PM,9:55 PM,114.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-27,15,False
TUNISAIR,11:15 AM,12:40 PM,114.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-27,15,False
TUNISAIR,10:45 AM,12:10 PM,114.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-25,15,False
TUNISAIR,10:45 AM,12:10 PM,115.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-04,15,False
TUNISAIR,3:00 PM,4:25 PM,118.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-28,15,True
AIR FRANCE,7:25 AM,8:50 AM,126.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27,3,False
AIR FRANCE,7:25 AM,8:50 AM,126.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-28,3,True
AIR FRANCE,9:20 PM,10:45 PM,126.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-28,3,True
VUELING,10:30 AM,7:15 PM,132.0,9 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05,17,False
VUELING,6:45 AM,7:15 PM,135.0,13 hr 30 min,ORYParis-Orly Airport,2024-09-05,17,False
TUNISAIR,10:00 PM,11:25 PM,137.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-14,15,True
TUNISAIR,10:45 AM,12:10 PM,137.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-23,15,False
TUNISAIR,7:55 PM,9:20 PM,137.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-23,15,False
TUNISAIR,10:45 AM,12:10 PM,137.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-28,15,True
AIR FRANCE,9:15 AM,10:40 AM,137.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-28,3,True
TUNISAIR,3:00 PM,4:25 PM,137.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-17,15,False
TUNISAIR,10:45 AM,12:10 PM,137.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-21,15,True
TUNISAIR,8:00 PM,9:25 PM,137.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-21,15,True
TUNISAIR,10:00 PM,11:25 PM,137.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-15,15,True
TUNISAIR,8:30 PM,9:55 PM,137.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-15,15,True
TUNISAIR,3:00 PM,4:25 PM,137.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-21,15,True
AIR FRANCE,9:15 AM,10:40 AM,137.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27,3,False
TUNISAIR,8:05 PM,9:30 PM,140.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-26,15,False
TUNISAIR,10:00 PM,11:25 PM,140.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-27,15,False
NOUVELAIR TUNISIE,11:35 AM,1:05 PM,146.0,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-21,9,True
AIR FRANCE,7:25 AM,8:50 AM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-22,3,True
AIR FRANCE,9:20 PM,10:45 PM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26,3,False
AIR FRANCE,9:15 AM,10:40 AM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-22,3,True
AIR FRANCE,9:20 PM,10:45 PM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-22,3,True
AIR FRANCE,9:20 PM,10:45 PM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-25,3,False
AIR FRANCE,9:15 AM,10:40 AM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-23,3,False
AIR FRANCE,9:20 PM,10:45 PM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-23,3,False
AIR FRANCE,9:15 AM,10:40 AM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26,3,False
AIR FRANCE,7:25 AM,8:50 AM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26,3,False
AIR FRANCE,9:20 PM,10:45 PM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27,3,False
AIR FRANCE,9:15 AM,10:40 AM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-25,3,False
AIR FRANCE,7:25 AM,8:50 AM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-23,3,False
AIR FRANCE,7:25 AM,8:50 AM,149.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-25,3,False
VUELING,1:05 PM,7:15 PM,152.0,7 hr 10 min,ORYParis-Orly Airport,2024-09-05,17,False
AIR EUROPA,7:25 PM,12:50 AM+1,157.0,6 hr 25 min,ORYParis-Orly Airport,2024-09-28,2,True
TUNISAIR,3:00 PM,4:25 PM,158.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-22,15,True
TUNISAIR,8:30 PM,9:55 PM,158.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-20,15,False
TUNISAIR,10:00 PM,11:25 PM,158.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-20,15,False
TUNISAIR,3:00 PM,4:25 PM,158.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-15,15,True
TUNISAIR,10:45 AM,12:10 PM,158.0,2 hr 25 min,ORYParis-Orly Airport,2024-09-15,15,True
AEGEAN,11:05 AM,11:55 PM,161.0,13 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-28,0,True
AEGEAN,6:10 PM,11:55 PM,161.0,6 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-28,0,True
AEGEAN,2:05 PM,11:55 PM,161.0,10 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-28,0,True
AEGEAN,11:05 AM,11:55 PM,161.0,13 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-21,0,True
AEGEAN,2:05 PM,11:55 PM,161.0,10 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-21,0,True
AEGEAN,6:10 PM,11:55 PM,161.0,6 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-21,0,True
VUELING,9:15 AM,7:15 PM,165.0,11 hr,ORYParis-Orly Airport,2024-09-05,17,False
ITA,6:10 AM,9:35 AM,166.0,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19,6,False
ITA,6:10 AM,9:35 AM,166.0,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-15,6,True
ITA,6:10 AM,5:05 PM,166.0,11 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-26,6,False
ITA,6:10 AM,5:05 PM,166.0,11 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-22,6,True
ITA,6:10 AM,5:05 PM,166.0,11 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-25,6,False
ITA,6:10 AM,9:35 AM,166.0,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-22,6,True
ITA,6:10 AM,5:10 PM,166.0,12 hr,CDGParis Charles de Gaulle Airport,2024-09-21,6,True
ITA,6:10 AM,9:35 AM,166.0,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-21,6,True
ITA,6:15 PM,5:10 PM+1,166.0,23 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-27,6,False
ITA,6:15 PM,9:35 AM+1,166.0,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-27,6,False
ITA,6:15 PM,9:35 AM+1,166.0,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-23,6,False
ITA,6:15 PM,9:35 AM+1,166.0,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-28,6,True
ITA,6:15 PM,5:05 PM+1,166.0,23 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-28,6,True
ITA,6:15 PM,5:10 PM+1,166.0,23 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-26,6,False
ITA,6:10 AM,9:35 AM,166.0,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-25,6,False
ITA,6:10 AM,5:05 PM,166.0,11 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-17,6,False
ITA,6:10 AM,9:35 AM,166.0,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26,6,False
ITA,6:10 AM,9:35 AM,170.0,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-10,6,False
ITA,6:10 AM,5:05 PM,170.0,11 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-10,6,False
ITA,6:10 AM,9:35 AM,170.0,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-11,6,False
ITA,6:10 AM,5:05 PM,170.0,11 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-11,6,False
ITA,11:40 AM,5:05 PM,170.0,6 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-11,6,False
ITA,11:40 AM,9:35 AM+1,170.0,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-11,6,False
AIR FRANCE,9:20 PM,10:45 PM,172.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17,3,False
AIR FRANCE,9:15 AM,10:40 AM,172.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-15,3,True
AIR FRANCE,7:25 AM,8:50 AM,172.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-15,3,True
AIR FRANCE,7:25 AM,8:50 AM,172.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19,3,False
AIR FRANCE,9:15 AM,10:40 AM,172.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19,3,False
AIR FRANCE,9:20 PM,10:45 PM,172.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19,3,False
VUELING,3:30 PM,7:15 PM,172.0,4 hr 45 min,ORYParis-Orly Airport,2024-09-05,17,False
AIR FRANCE,7:25 AM,8:50 AM,172.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-20,3,False
AIR FRANCE,9:15 AM,10:40 AM,172.0,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-20,3,False
